;Локальная тема;Описание
2205;Ненадлежащий уход за зелеными насаждениями во дворе;Вся скошенная трава оказалась на игровой площадке и пешеходной дорожке.
2206;Неисправность элементов освещения во дворе;Падает световой столб около п.4 внутри двора
2207;Ненадлежащий уход за зелеными насаждениями во дворе;
2208;Некачественное содержание малых архитектурных форм;Пожалуйста, приведите в порядок лавочку у первого подъезда. Спасибо
2209;Неубранная дворовая территория;Уже две недели нет дворника. Вся территория вокруг дома в мусоре - никто не убирается.
2210;Размещение мусорных контейнеров с нарушением норм;В отсеке «вторсырьё» расположен серый бак, а не синий. В отсеке «смешанные отходы» стоит бак с синей крышкой, а должны быть серые баки. По факту получается, что контейнер для вторсырья отсутствует 
2211;Ненадлежащий уход за зелеными насаждениями во дворе;Бедный, несчастный, многострадальный газон наконец то, решил уничтожить *Жилищник* , окончательно, с помощью запрещенных триммеров. Не жалея сил и средств, и времени ищет он себе занятие. А вот  привести газон в соответствие нормам, убирать скошенную траву, правильно стричь и т. д. не получается.  Жители дома 37 просят навести порядок.
2212;Наличие опасно выступающих элементов во дворе;Пожалуйста, уберите опасный кусок металла сбоку четвертого подъезда. Спасибо
2213;Ненадлежащий уход за зелеными насаждениями во дворе;Приведите в порядок лысый газон
2214;Некачественное содержание спортивной площадки;Просьба провести замену ограждения и сеток. Спасибо
2215;Ненадлежащий уход за зелеными насаждениями во дворе;Номер сообщения: 27765192 о некачественном покосе газона. В отличии от господина Жаманова З.М. я проверила выполнение работ. Полная ложь, трава как лежала так и лежит гниет. Когда нибудь вы научитесь отвечать за свои слова???
2216;Неубранная контейнерная площадка/переполнение контейнеров;
2217;Ненадлежащий уход за зелеными насаждениями во дворе;Угол газона разбит автомобилями. 
2218;Неубранная контейнерная площадка/переполнение контейнеров;
2219;Ненадлежащий уход за зелеными насаждениями во дворе;
2220;Некачественное содержание детской площадки;Приведите в порядок
2221;Ненадлежащий уход за зелеными насаждениями во дворе;Уберите пень
2222;Неубранная дворовая территория;
2223;Некачественное содержание детской площадки;Резиновое покрытие детской площадки повреждено. Очень травмоопасно, если нога ребенка попадет в яму. Прошу обратить внимание и исправить ситуацию. Спасибо.
2224;Ненадлежащий уход за зелеными насаждениями во дворе;
2225;Повреждение бордюров во дворе;Утеряны бордюрные камни.
2226;Ненадлежащий уход за зелеными насаждениями во дворе;
2227;Ненадлежащий уход за зелеными насаждениями во дворе;
2228;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2229;Поврежденные искусственные дорожные неровности во дворе;Восстановите светоотражающую поверхность ИДН.
2230;Ненадлежащий уход за зелеными насаждениями во дворе;
2231;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2232;Ненадлежащий уход за зелеными насаждениями во дворе;Частичное отсутствие травяного покрова (под.4). Адрес: Волжский бульвар д.21
2233;Ненадлежащий уход за зелеными насаждениями во дворе;Засохшие растения в вазонах (под.1). Адрес: Волжский бульвар д.25 к.1
2234;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствие растений на клумбе. Адрес: Волжский бульвар д.19/48
2235;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Повреждение дорожного покрытия во дворе (провал, тротуар). Адрес: Волгоградский проспект д.50 к.1
2236;Неубранная контейнерная площадка/переполнение контейнеров;
2237;Ненадлежащий уход за зелеными насаждениями во дворе;Вдоль тротуара проезда от Егерской к Оленьему валу длительное время множество усохших кустов, аналогичных засохшим на Оленьем валу за углом. Никто мер не принимает, контроля должностных лиц управы нет. 
2238;Неубранная контейнерная площадка/переполнение контейнеров;
2239;Некачественное содержание малых архитектурных форм;Некачественное содержание малых архитектурных форм (лавка). Адрес: Волгоградский проспект д.50 к.1
2240;Несвоевременное восстановление благоустройства территории после разрытий;
2241;Ненадлежащий уход за зелеными насаждениями во дворе;В клумбах отсутствуют цветы!
2242;Повреждение ограждений газонов;Повреждены, а местами даже отсутствуют несколько ограждений газона.
2243;Неубранная дворовая территория;Доьрый день! Постоянная грязь. Дворники вообще не работают, похоже(
2244;Некачественное содержание малых архитектурных форм;Где лавочка
2245;Некачественное содержание детской площадки;Пожалуйста, приведите в порядок детскую площадку. Спасибо
2246;Некачественное содержание детской площадки;Некачественное содержание детской площадки. Адрес: Волгоградский проспект д.60 к.4
2247;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2248;Просадка люка/незакрытый люк во дворе;
2249;Наличие опасно выступающих элементов во дворе;
2250;Повреждение ограждений газонов;
2251;Повреждение бордюров во дворе;Пожалуйста, отремонтируйте бордюр на парковке у четвертого подъезда. Спасибо
2252;Некачественное содержание спортивной площадки;Пожалуйста, отремонтируйте спортивную площадку. Спасибо
2253;Повреждение ограждений газонов;
2254;Ненадлежащий уход за зелеными насаждениями во дворе;прошу восстановить газон 
2255;Ненадлежащий уход за зелеными насаждениями во дворе;прошу восстановить газон 
2256;Некачественное содержание малых архитектурных форм;Пожалуйста, отремонтируйте лавочку между вторым и третьим подъездами. Спасибо
2257;Неубранная дворовая территория;Требую очистить от разбросанных пустых бутылок и банок из под водки и пива дворовую территорию за д.56 к.1 по Волгоградке! См. Фотофиксацию. О.
2258;Повреждение ограждений газонов;
2259;Повреждение лестницы во дворе;Опасно повреждена лестница
2260;Просадка люка/незакрытый люк во дворе;
2261;Ненадлежащий уход за зелеными насаждениями во дворе;Пожалуйста, посадите траву у первого подъезда. Спасибо
2262;Ненадлежащий уход за зелеными насаждениями во дворе;
2263;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2264;Некачественное содержание детской площадки;Добрый день , обновите песок в песочнице ! Одна пыль и грязь ! Заранее спасибо !!! 
2265;Некачественное содержание детской площадки;На детской не установлены информационные таблички, содержащие следующую информацию  правила и возрастные требования при пользовании оборудованием. номера телефонов службы спасения, скорой помощи. номер(а) телефона(ов) для сообщения службе эксплуатации при неисправности и поломке оборудования.
2266;Некачественное содержание детской площадки;Качели не крутятся. В двух местах сломана основная балка.
2267;Просадка люка/незакрытый люк во дворе;
2268;Брошенный разукомплектованный автомобиль во дворе;Автомобиль 100% не на ходу. 
2269;Некачественное содержание малых архитектурных форм;Сломан парковочный столб-ограничитель в районе подъезда #1
2270;Неубранная контейнерная площадка/переполнение контейнеров;Очень сильный запах от мусорной площадки. Невозможно гулять на детской площадке из-за запаха. Иногда даже дома пахнет из окон.
2271;Несвоевременное восстановление благоустройства территории после разрытий;
2272;Неисправность элементов освещения во дворе;Юбка столба УНО скреплена не на проектный болтовой крепёж 
2273;Ненадлежащий уход за зелеными насаждениями во дворе;Ветка надо дорожкой
2274;Повреждение бордюров во дворе;
2275;Ненадлежащий уход за зелеными насаждениями во дворе;В клумбе, вдоль подъезда отсутствуют растения. Одни сорняки
2276;Ненадлежащий уход за зелеными насаждениями во дворе;После завершения ремонта фасада дома по Набережной Новикова-Прибоя, 9к2, у 3 подъезда осталась сломанное дерево вишни с сухими ветками на ветвях, остатками мусора от ремонта фасада и краской. Просьба привести дерево в порядок. На фото - вид из окна 2 этажа.
2277;Ненадлежащий уход за зелеными насаждениями во дворе;
2278;Ненадлежащий уход за зелеными насаждениями во дворе;Как играть когда мешают ветки
2279;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Повреждение дорожного покрытия во дворе (под.2). Адрес: Волжский бульвар д.29 к.3
2280;Ненадлежащий уход за зелеными насаждениями во дворе;По с начала сезона и по состоянию на 19.08.2020 г. не приняты обязательные меры по восстановлению травяного покрова газона. Ориентиры на фото.
2281;Ненадлежащий уход за зелеными насаждениями во дворе;Пожалуйста, посадите траву у первого подъезда. Спасибо
2282;Брошенный разукомплектованный автомобиль во дворе;
2283;Наличие опасно выступающих элементов во дворе;Торчат из газона две длинные металлические ленты.
2284;Некачественное содержание спортивной площадки;Забор на спортивной площадке около корп141 требует ремонта .прутья болтаются и громыхают.
2285;Некачественное содержание детской площадки;Просьба заменить качели. Уже несколько раз дети падали с них, они слишком низкие и опасны для любого возраста. Так же невозможно на них качаться ( есть риск падения самих качели, так как сами они уже вышли из строя) 
2286;Просадка люка/незакрытый люк во дворе;Во дворе дома 54 по Сиреневому бульвару открыт люк, очень опасно для детей которые там гуляют, решите пожалуйста проблему! С Уважением Старший по дому Кабанов А.А
2287;Ненадлежащий уход за зелеными насаждениями во дворе;Добрый день. Прошу произвести обрезку аварийных деревьев в указанной на фото области в связи с их аварийным состоянием. Данные деревья представляют опасность для жизни и здоровья граждан, а также могут стать причиной нанесения материального ущерба имуществу граждан.
2288;Ненадлежащий уход за зелеными насаждениями во дворе;
2289;Ненадлежащий уход за зелеными насаждениями во дворе;У дома 5 к 2 ул. Уссурийская имеется множество участков газона, на которых травы практически нет. Следует отметить, что в Гольянове ответственность за состояние зеленых насаждений и за уход за ними с 2013 г. лежит на организации ГБУ «Жилищник района Гольяново», а контроль за деятельностью этой организации должна осуществлять управа района Гольяново
2290;Ненадлежащий уход за зелеными насаждениями во дворе;"Согласно правилам: ""в процессе скашивания допускается использование триммеров только в труднодоступных местах: вокруг малых архитектурных форм, опор освещения и в иных местах, не позволяющих использовать газонокосилки."" Прошу косить газонокосилками, в отношении работников принять меры за нарушения!"
2291;Просадка люка/незакрытый люк во дворе;
2292;Ненадлежащий уход за зелеными насаждениями во дворе;Частичное отсутствие травяного покрова (за домом). Адрес: Волжский бульвар д.27 к.3
2293;Отсутствие урн в положенных местах;
2294;Неубранная дворовая территория;Подрядчик ооо созидание складирует строительные материалы на газоне
2295;Неисправность элементов освещения во дворе;Фонарь напротив 9 подъезда не горит, прошу исправить!
2296;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Под аркой дома 145к2 большая яма в асфальте. Просьба устранить проблему.
2297;Неисправность элементов освещения во дворе;На спортивной площадке, освещение работает не полностью. Просьба устранить проблему. Спасибо!!!)
2298;Неубранная дворовая территория;Неубранная территория за домом 28 по Краснопрудной улице. Центр Москвы! Срамота! Срочно примите меры!
2299;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2300;Наличие опасно выступающих элементов во дворе;
2301;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу произвести обрезку засохших ветвей дерева в полисаднике подъезда 20 дома 1/10 по ул. Малая Остроумовская района Сокольники со стороны улицы (Юго-Западный фасад) в связи с тем, что в таком виде дерево представляет потенциальную опасность для граждан и имущества.
2302;Неисправность элементов освещения во дворе;Сквер между Клязьминской улицей и Ижорским проездом. После проведения благоустройства в сквере не были доведены до конца работы по установке освещения. Фонари не работают.
2303;Неубранная дворовая территория;Свалка мусора и аварийных лент на территории зеленых насаждений. Ориентиры на фото.
2304;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2305;Брошенный разукомплектованный автомобиль во дворе;На территории двора, напротив 2 подъезда находится брошенный автомобиль
2306;Ненадлежащий уход за зелеными насаждениями во дворе;Частичное отсутствие травяного покрова (под.1). Адрес: Волжский бульвар д.25 к.1
2307;Брошенный разукомплектованный автомобиль во дворе;Добрый день, Автомобиль стоит с прошлого года без движения
2308;Работы выполнены с ненадлежащим качеством;Вы что, смеётесь? Асфальт РАЗВАЛИЛСЯ СПУСТЯ ДВА ДНЯ!!! Будите перекладывать пока НОРМАЛЬНО не сделаете
2309;Некачественное содержание детской площадки;Всё деревянные элементы этого сооружения давно прогнили. Покрытие всё в заплатках,а местами торчат железяки. Всё это сооружение очень тяжело назвать детской площадкой. И очередным слоем краски проблему не исправить.
2310;Повреждение бордюров во дворе;
2311;Ненадлежащий уход за зелеными насаждениями во дворе;
2312;Некачественное содержание малых архитектурных форм;
2313;Просадка люка/незакрытый люк во дворе;
2314;Ненадлежащий уход за зелеными насаждениями во дворе;
2315;Наличие опасно выступающих элементов во дворе;
2316;Повреждение бордюров во дворе;
2317;Ненадлежащий уход за зелеными насаждениями во дворе;
2318;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2319;Ненадлежащий уход за зелеными насаждениями во дворе;
2320;Неубранная дворовая территория;
2321;Ненадлежащий уход за зелеными насаждениями во дворе;Абсолютно везде автокраны газоны
2322;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2323;Ненадлежащий уход за зелеными насаждениями во дворе;
2324;Ненадлежащий уход за зелеными насаждениями во дворе;
2325;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);ямы 51 к5. 
2326;Ненадлежащий уход за зелеными насаждениями во дворе;в ужасном состоянии газоны. 
2327;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2328;Неубранная контейнерная площадка/переполнение контейнеров;
2329;Ненадлежащий уход за зелеными насаждениями во дворе;
2330;Ненадлежащий уход за зелеными насаждениями во дворе;
2331;Некачественное содержание детской площадки;Добрый день. Просьба заменить песок внутри двора на детской плрщадке ул.Поляны д.9. Т.к там гадят кошки, стоит дикий запах, детям невозможно играть.
2332;Ненадлежащий уход за зелеными насаждениями во дворе;
2333;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2334;Ненадлежащий уход за зелеными насаждениями во дворе;
2335;Неубранная контейнерная площадка/переполнение контейнеров;
2336;Просадка люка/незакрытый люк во дворе;Напротив 2 подъезда открытый люк
2337;Ненадлежащий уход за зелеными насаждениями во дворе;
2338;Некачественное содержание детской площадки;повреждение прорезиненного покрытия. 
2339;Самовольная (незаконная) установка объектов во дворе;
2340;Неисправность элементов освещения во дворе;Не работает освещение двора на столбе, напротив второго подъезда.
2341;Размещение мусорных контейнеров с нарушением норм;
2342;Размещение мусорных контейнеров с нарушением норм;
2343;Некачественное содержание малых архитектурных форм;
2344;Повреждение контейнерной площадки/контейнеров;
2345;Ненадлежащий уход за зелеными насаждениями во дворе;
2346;Повреждение лестницы во дворе;Ржавый пандус и лестница
2347;Ненадлежащий уход за зелеными насаждениями во дворе;
2348;Повреждение ограждений газонов;Полностью демонтирована ограждения газонов вокруг дома по адресу Шверника дом 5 по технической документацией это ограждение должно быть необходимо установить новое ограждение.
2349;Ненадлежащий уход за зелеными насаждениями во дворе;
2350;Неубранная контейнерная площадка/переполнение контейнеров;
2351;Ненадлежащий уход за зелеными насаждениями во дворе;
2352;Неубранная контейнерная площадка/переполнение контейнеров;
2353;Повреждение ограждений газонов;Подъезд 7 и 8
2354;Неубранная дворовая территория;
2355;Неубранная дворовая территория;Собранная летом куча листьев привалена к стволу дерева. Сразу три нарушения. 
2356;Ненадлежащий уход за зелеными насаждениями во дворе;
2357;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2358;Повреждение бордюров во дворе;
2359;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2360;Некачественное содержание спортивной площадки;Покрытие на спортивной площадке сплошь в ямах и неровностях, вследствие чего почти все тренажеры покосились и перестали нормально функционировать.  Самый вопиющий пример на фото. Эксплуатация данного тренажера невозможна.
2361;Несвоевременное восстановление благоустройства территории после разрытий;
2362;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2363;Повреждение бордюров во дворе;
2364;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
2365;Неубранная контейнерная площадка/переполнение контейнеров;
2366;Наличие опасно выступающих элементов во дворе;
2367;Ненадлежащий уход за зелеными насаждениями во дворе;
2368;Наличие опасно выступающих элементов во дворе;бетонный блок в газоне. 
2369;Ненадлежащий уход за зелеными насаждениями во дворе;
2370;Ненадлежащий уход за зелеными насаждениями во дворе;возле западного входа в дом вытоптаны газоны прилегающие к ограждениям
2371;Ненадлежащий уход за зелеными насаждениями во дворе;Проблема не решена
2372;Ненадлежащий уход за зелеными насаждениями во дворе;
2373;Некачественное содержание детской площадки;
2374;Неубранная дворовая территория;
2375;Неубранная контейнерная площадка/переполнение контейнеров;
2376;Ненадлежащий уход за зелеными насаждениями во дворе;
2377;Ненадлежащий уход за зелеными насаждениями во дворе;Доброго дня. Огромная просьба обрезать сухие ветки на деревьях во круг детской площадки. Пока не случилось беды!
2378;Некачественное содержание детской площадки;Повреждена песочница. Торчат гвозди
2379;Неубранная контейнерная площадка/переполнение контейнеров;
2380;Неубранная дворовая территория;
2381;Отсутствие урн в положенных местах;Вдоль домов по улице Бартеневская пролегает новая асфальтированная дорожка от кафе Дюшес до магазина Верный, вдоль этой достаточно длинной пешеходной дорожки нет ни одной урны. Прошу установить! Также были бы желательны 2-3 лавочки.
2382;Неубранная контейнерная площадка/переполнение контейнеров;
2383;Неубранная контейнерная площадка/переполнение контейнеров;
2384;Ненадлежащий уход за зелеными насаждениями во дворе;
2385;Неубранная контейнерная площадка/переполнение контейнеров;Второй день подряд не вывозят мусор с контейнерной площадке. Безобразие нарушение контракта. Наказать виновных.
2386;Некачественное содержание площадки для выгула собак;
2387;Некачественное содержание малых архитектурных форм;
2388;Неубранная дворовая территория;
2389;Неубранная дворовая территория;
2390;Неубранная дворовая территория;
2391;Размещение мусорных контейнеров с нарушением норм;Мусорные контейнеры для сбора ТБО закрыты, при том что мусоропроводы в доме тоже закрыты, ТБО не вывозится.
2392;Неубранная дворовая территория;мусор, не убрана скошенная трава
2393;Неубранная дворовая территория;Бытовой мусор, строительный мусор, глина (о которой уже писали на портал и просили убрать).
2394;Неубранная дворовая территория;На территории нашего двора скопилось много мусора. Дворник на работе не появляется, мусор валяется около под'ездов, на проезжей части дорог, на тротуарах. Жители двора требуют, чтобы уборка территории проводилась каждый день.
2395;Ненадлежащий уход за зелеными насаждениями во дворе;
2396;Неубранная дворовая территория;Очень давно не проводится уборка под окнами дома.
2397;Ненадлежащий уход за зелеными насаждениями во дворе;
2398;Ненадлежащий уход за зелеными насаждениями во дворе;
2399;Ненадлежащий уход за зелеными насаждениями во дворе;
2400;Ненадлежащий уход за зелеными насаждениями во дворе;
2401;Ненадлежащий уход за зелеными насаждениями во дворе;
2402;Наличие опасно выступающих элементов во дворе;
2403;Работы не выполнены или выполнены частично;За домом Планерная 12к3 вдоль гаражей, вырезаны куски нового асфальта
2404;Ненадлежащий уход за зелеными насаждениями во дворе;
2405;Некачественное содержание детской площадки;Площадка уже старая, дети могу занозу себе посадить от этой горки
2406;Наличие опасно выступающих элементов во дворе;
2407;Ненадлежащий уход за зелеными насаждениями во дворе;
2408;Ненадлежащий уход за зелеными насаждениями во дворе;
2409;Ненадлежащий уход за зелеными насаждениями во дворе;
2410;Ненадлежащий уход за зелеными насаждениями во дворе;
2411;Некачественное содержание детской площадки;Добрый день. Прошу рассмотреть возможность благоустройства детской площадки, которая расположена между  Бескудниковский переулок 1корпус3 и Селигерская улица 12 корпус 2. Площадка , настолько старая, наверно, в нашем районе такая одна. Её чинят по несколько раз в месяц, но лучше от этого она не становится.
2412;Ненадлежащий уход за зелеными насаждениями во дворе;
2413;Ненадлежащий уход за зелеными насаждениями во дворе;
2414;Ненадлежащий уход за зелеными насаждениями во дворе;Газон заезжан!!!
2415;Некачественное содержание малых архитектурных форм;Горку срочно надо ремонтировать, там ничем не огорожено это место!!!
2416;Ненадлежащий уход за зелеными насаждениями во дворе;
2417;Ненадлежащий уход за зелеными насаждениями во дворе;Покос с грубыми нарушениями - покрова не имеющего нормативной для покоса плотности и видового состава, скошенная трава не убрана, образовались проплешины.
2418;Неубранная контейнерная площадка/переполнение контейнеров;Добрый день! Переполнены мусорные контейнеры. Фотоматериал от 19.08., 13:25
2419;Ненадлежащий уход за зелеными насаждениями во дворе;
2420;Неисправность элементов освещения во дворе;На углу дома ,почти около подъезда номер 6 не горит фонарь.
2421;Неубранная дворовая территория;Тротуар сзади дома никто не убирает, в том числе урны никто не чистит 
2422;Некачественное содержание детской площадки;Сломана часть детской площадки. Не крутится вокруг своей оси.
2423;Ненадлежащий уход за зелеными насаждениями во дворе;За домом
2424;Некачественное содержание детской площадки;На детской площадке за нашим домом, под окнами около подземного паркинга очень скрипят качели. Просьба смазать их.
2425;Ненадлежащий уход за зелеными насаждениями во дворе;
2426;Неубранная дворовая территория;Вокруг нашего дома на местах, где должен быть газон, много мусора. Окурки, обёртки и прочее. Прикладываю несколько фотографий. Но такая ситуация не только на сфотографированных участках, а по периметру всего дома.
2427;Ненадлежащий уход за зелеными насаждениями во дворе;
2428;Ненадлежащий уход за зелеными насаждениями во дворе;Травяной покров отсутствует полностью, куда смотрят коммунальные службы
2429;Ненадлежащий уход за зелеными насаждениями во дворе;Вытоптанный круглогодично, о. 
2430;Ненадлежащий уход за зелеными насаждениями во дворе;Жилишник вообще не думает о озеленение района
2431;Ненадлежащий уход за зелеными насаждениями во дворе;На нескольких газонах территории утрачены значительные участки разнотравного покрова и цветочных многолетних посадок жителей, образовались множественные проплешины, покров продолжает отмирать, грунт уплотняется из-за частого выкашивания разнотравья и отсутствия уходных работ (в том числе полива после покоса, полива в жаркую погоду). Примеры на фото
2432;Ненадлежащий уход за зелеными насаждениями во дворе;
2433;Ненадлежащий уход за зелеными насаждениями во дворе;
2434;Ненадлежащий уход за зелеными насаждениями во дворе;
2435;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Прошу заделать ямы 
2436;Ненадлежащий уход за зелеными насаждениями во дворе;в сторону почты 109443. 
2437;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствует санитарная обрезка засохших ветвей!
2438;Некачественное содержание малых архитектурных форм;Провалилось дно у мусорного бака возле 3 подьезда 
2439;Неубранная контейнерная площадка/переполнение контейнеров;
2440;Ненадлежащий уход за зелеными насаждениями во дворе;Если смотреть на дом с улицы, от спорткомплекса, то это справа.
2441;Ненадлежащий уход за зелеными насаждениями во дворе;
2442;Неубранная дворовая территория;
2443;Ненадлежащий уход за зелеными насаждениями во дворе;
2444;Некачественное содержание детской площадки;
2445;Размещение мусорных контейнеров с нарушением норм;На ограждении имеется маркировка раздельного сбора отходов. При этом в бункере нет ни одно контейнера для сбора вторсырья. Просьба разместить контейнеры для вторсырья!
2446;Ненадлежащий уход за зелеными насаждениями во дворе;
2447;Просадка люка/незакрытый люк во дворе;Разбитый коллектор. Ангелов-9
2448;Ненадлежащий уход за зелеными насаждениями во дворе;
2449;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствуют растения в одной клумбе
2450;Ненадлежащий уход за зелеными насаждениями во дворе;И это у здания жилишника
2451;Некачественное содержание детской площадки;
2452;Ненадлежащий уход за зелеными насаждениями во дворе;
2453;Некачественное содержание спортивной площадки;
