;Локальная тема;Описание
2269;Некачественная укладка плитки на тротуаре;
2270;Неисправность элементов освещения на проезжей части/тротуаре;Неработающий фонарь, перегоревщая лампа
2271;Реклама на дорожном покрытии;Реклама на тротуаре
2272;Повреждение бордюров на проезжей части/тротуаре;
2273;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Яма, просадка.
2274;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);К сожалению, ответ Губанова не соответствует действительности, проблема не устранена. А именно ямочный ремонт вдоль остановки не провели, в ямах и выбоинах продолжает скапливаться вода. Прошу устранить проблему.
2275;Стертая дорожная разметка;Стертая разметка пешеходного перехода
2276;Некачественная укладка плитки на тротуаре;
2277;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Ветки сильно изогнутого дерева бьют в окна, разбивая стекла. Это самосев. Просьба удалить это дерево.  
2278;Реклама на дорожном покрытии;Реклама у пешеходного перехода
2279;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);На улице Клары Цеткин производилась замена асфальта. Однако на двух участках (на перекрёстке и около шлагбаума) в районе дома 18б корпус 1 новый асфальт не уложили.
2280;Реклама на дорожном покрытии;Реклама на тротуаре
2281;Некачественная укладка плитки на тротуаре;Расшаталась плитка у люка!
2282;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);"Это именно то место, которое никак ""не могли"" найти по заявке 26122663. В этот раз найдете"
2283;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Очень большой старый гнилой пень на газоне у пешеходного перехода перед д.27
2284;Повреждение бордюров на проезжей части/тротуаре;Привести в порядок
2285;Повреждение бордюров на проезжей части/тротуаре;Повреждения бортового камня
2286;Стертая дорожная разметка;Стертая зебра
2287;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просевший люк в правом ряду, после выезда с улицы Академика Варги.
2288;Некачественная укладка плитки на тротуаре;Комсомольский проспект, между домом 5 и 7 . Разрушение ( просадка ) плиточного покрытия на тротуаре . 
2289;Неубранная проезжая часть/тротуар;Крымская площадь . В сторону Зубовского бульвара . У станции метрополитена « Парк Культуры. Не убран тротуар . Не убирается системно . 
2290;Некачественная укладка плитки на тротуаре;
2291;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Провал асфальта
2292;Неубранная проезжая часть/тротуар;Урна полна до краев
2293;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2294;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2295;Повреждение бордюров на проезжей части/тротуаре;Тяжелая техника, выезжая с огороженной строительной площадки Мосгаза ( проекта Походный), разбила бордюры пешеходного тротуара со стороны ФОК Сходня ( ул. Фабрициуса,41)
2296;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2297;Неубранная проезжая часть/тротуар;Куски дерева, похожие на выкорчеванный на прошлой пень, и мелкий мусор валяется/ лежит/ спрятан за бетонной глыбой на обочине
2298;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Камни тоже взойдут?
2299;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2300;Стертая дорожная разметка;
2301;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Отсутствует крышка на колодце - ул.Давыдковская около входа в парк долина реки Сетунь.
2302;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Незакрытый люк.
2303;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Глубокая яма на дороге, можно оступится или попасть колёсами детской коляски 
2304;Неубранная проезжая часть/тротуар;
2305;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);В том году же меняли абп, лужы остались, делали доп латки. Сейчас опять переделывают, надеюсь в этот раз подстоя воды не будет?
2306;Неубранная проезжая часть/тротуар;Куча грунта опять вывалена на асфальт парковки на четной стороне походного проезда, примерно напротив д.15
2307;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Люк просел 
2308;Неубранная проезжая часть/тротуар;огромное количество мусора! требуется вывезти весь мусор!
2309;Брошенный разукомплектованный автомобиль на проезжей части;На парковке у дороги, на против дома Алтайская 17к1
2310;Неубранная проезжая часть/тротуар;Просьба убрать мусор и остатки дерева
2311;Неисправный светофор;Не работают кнопки для пешеходов
2312;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Наличие сухостоя, прошу устранить проблему.
2313;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Вздулось и громыхает плиточное покрытие парковочного кармана. Прошу отремонтировать!
2314;Поврежденные/неправильно установленные дорожные знаки;
2315;Неубранная проезжая часть/тротуар;Неубранная мусорка
2316;Поврежденные/неправильно установленные дорожные знаки;На остановочном павильоне городского наземного транспорта отсутствует знак табличка общественного транспорта в сторону трамвайного депо имени русакова.
2317;Брошенный разукомплектованный автомобиль на проезжей части;
2318;Неубранная проезжая часть/тротуар;Очистить тротуар от грунта
2319;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2320;Неисправный светофор;Грязный и пыльный светофор, не видны сигналы.
2321;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2322;Поврежденные/неправильно установленные дорожные знаки;Выносные консоли с дорожными знаками 5.19 «пешеходный переход» и светофорами находятся в ненормативном состоянии: развёрнуты ветром. Просьба развернуть в нормальное положение. 
2323;Повреждение бордюров на проезжей части/тротуаре;Повреждён бордюр.
2324;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Лесная, 43 - ливневый колодец забит листвой. Прошу прочистить.
2325;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Прошу произвести санитарную обрезку ветвей деревьев, которые свисают практически до земли. 
2326;Поврежденные/неправильно установленные дорожные знаки;При ремонтных работ стационарные дорожные знаки не устанавливают или убирают с тех мест, где им положено быть. За знаками систематически никто не следит и они просто валяются или недоступны для обзора.
2327;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2328;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2329;Подтопление на проезжей части/тротуаре;Застой воды у пешеходного перехода.
2330;Поврежденные дорожные ограждения;Добрый день. Ржавое, повреждённое ограждение возле Петропавловской церкви. 
2331;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2332;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2333;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Ездит поливальный трактор.
2334;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;"Абсолютно ровный газон, который необходимо стричь газонокосилкой, но рабочий почему-то ""убивает"" его триммером."
2335;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просажен сливной люк.
2336;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2337;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2338;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Дерево с сухими ветками.
2339;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;ГБУ «Автомобильные дороги» не обеспечивает уход за зелеными насаждениями. Дерево сгнило и упало. Прошу устранить проблему.
2340;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2341;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Трактором заезжан газон. 
2342;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Асфальтное покрытие было уложено очень плохо и некачественно! Неудобно ходить не то, что с коляской, а пешком! Асфальт уложен волной, на землю, куски старого асфальта видны из под покрытия, рассыпается в крошку! Ямы как были, так и остались, на машине тяжело проехать. 
2343;Неубранная проезжая часть/тротуар;Надписи и рисунки на обратной стороне дорожного знака!
2344;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Здравствуйте! На проезжей части сильно разросся кустарник (см. Фото), создает опасность для водителей, которые не видят идущих в горку пешеходов (в т.ч с колясками). Требуется обрезать кустарник на проезжей части. Спасибо, Игорь Шкляр
2345;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Цветы в вазонах засохли, прошу заменить.
2346;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2347;Нечитаемые дорожные знаки;На пересечении с бульваром не видно знаки из-за деревьев
2348;Подтопление на проезжей части/тротуаре;
2349;Нечитаемые дорожные знаки;
2350;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2351;Поврежденные/неправильно установленные дорожные знаки;Отсутствует знак 3.27 сразу после перекрёстка. Осталось крепление на столбе. Через 150 метро присутствует знак 3.27 с 8.2.4.
2352;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2353;Неубранная проезжая часть/тротуар;трубы на газоне!55.7557917 37.7158667
2354;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2355;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2356;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2357;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Яма на проезжей части при выезде дмитровское шоссе в сторону центра
2358;Реклама на дорожном покрытии;Реклама на дорожном покрытии, более 5 шт.
2359;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы и трещины на тротуаре.
2360;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2361;Неубранная проезжая часть/тротуар;Очень грязно, все обочины, газоны в мусоре!
2362;Нечитаемые дорожные знаки;Нечитаемый знак из-за зеленых насаждений.
2363;Неубранная проезжая часть/тротуар;Сбоку автобусного парка, по тропинке к АШАНу полная помойка.
2364;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2365;Ямы на трамвайных путях;Ямы на трамвайных путях
2366;Неубранная проезжая часть/тротуар;Здравствуйте! Бытовой мусор и скошенная трава на дорожках.
2367;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просевший люк
2368;Подтопление на проезжей части/тротуаре;ПОВТОРНОЕ ОБРАЩЕНИЕ!Подтопление на тротуаре!55.7664111 37.6974139
2369;Реклама на дорожном покрытии;Реклама! 55.7599222 37.7161444
2370;Поврежденные/неправильно установленные дорожные знаки;Стойка со знаками стоит криво!55.7561833 37.7027889
2371;Наличие опасно выступающих элементов на проезжей части/тротуаре;
2372;Повреждение бордюров на проезжей части/тротуаре;Повреждение бордюров!55.7586028,37.6851417
2373;Нечитаемые дорожные знаки;Нечитаемый знак из-за зеленых насаждений.
2374;Поврежденные искусственные дорожные неровности; После ремонта дороги прошло 3 недели, но так и не восстановили искусственную дорожную неровность (лежачий полицейский). Знак остался, и необходим так как рядом больница детская.  Автомобили ездят с огромной скорость! Опасно для жизни.  Срочно необходимо восстановить/установить новую искусственную дорожную неровность! Спасибо. 
2375;Некачественная укладка плитки на тротуаре;
2376;Некачественная укладка плитки на тротуаре;Плитка разрушена
2377;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Просевший люк
2378;Неубранная проезжая часть/тротуар;ограждение на дороге!
2379;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Разломаны водостоки по всему переулку
2380;Противоречия при установке дорожных знаков;Прошу устранить несоответствие знаков и временной разметки (знак перенести на пораньше или исправить временную заметку) МАДИ приезжает и эвакуирует стоящих на разметке людей, хотя улица благодаря новой, временной организации движения в связи со строительством метро, стала односторонней 
2381;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Разрушен асфальт вокруг люка у проходной РГСУ
2382;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Весь тротуар по ул Шолохово до метро Новопеределкино уже неделю как нормальный снят и эти дырки засыпали просто камнями. Что за безобразие. Пройти с коляской невозможно.. просьба решить проблему в кратчайшие сроки
2383;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Газон заезжен колёсами, требуется очередное восстановление. Фото - 14.08.20
2384;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;У дома по ул Усиевича 27 к 1 с прошлого года, сотрудниками ГБУ Жилищник испорчен газон, неоднократные обращения с прошлого года результатов не дали. Сотрудники создают видимость подсева газона. Бросив две горсти семян, газон не восстановить. Прошу в пятый раз восстановить газон.
2385;Некачественная укладка плитки на тротуаре;Добрый день. Плитка ходит под ногами ходуном! 
2386;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Опасная дырка возле канализационного люка
2387;Стертая дорожная разметка;Разметка пешеходного перехода стерта
2388;Некачественная укладка плитки на тротуаре;Волнами
2389;Повреждение бордюров на проезжей части/тротуаре;Повреждение бордюров!55.7666556 37.6970444
2390;Неубранная проезжая часть/тротуар;Здравствуйте! Вдоль дороги у дома №15 можно видеть кучу спиленных ЗЕЛЕНЫХ веток, кучу старых бордюрных камней, кучу пакетов.
2391;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2392;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Люк провален
2393;Реклама на дорожном покрытии;Требую отчистить рекламу на тротуаре Есенинского бульвара в районе перехода (зебра) у д.118/7! См. Флтоф6. О.
2394;Некачественная укладка плитки на тротуаре;Разрушенная плитка около больницы святителя Алексия
2395;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Разрушения трещины, ямы! Травмоопасно!55.7583722,37.6839167
2396;Реклама на дорожном покрытии;реклама!55.7547833 37.7069167
2397;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);
2398;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Повреждение тротуара!
2399;Неубранная проезжая часть/тротуар;Очистите опору освещения от несанкционированных вандальных надписей!
2400;Поврежденные искусственные дорожные неровности;Вот то место — N 55.716790 E 37.459765.  После ремонта дороги прошло 2 недели, но так и не восстановили искусственную дорожную неровность (лежачий полицейский).  Автомобили ездят с огромной скорость! Опасно для жизни.  Срочно необходимо восстановить/установить новую искусственную дорожную неровность! Спасибо. 
2401;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2402;Некачественная укладка плитки на тротуаре;Плитка разрушена по всему переулку
2403;Некачественная укладка плитки на тротуаре;Разрушена плитка вокруг люков
2404;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Разрушен асфальт
2405;Нечитаемые дорожные знаки;На дорожном знаке– наличие посторонних вандальных надписей!
2406;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Необходимо засеять вытоптанные участки.
2407;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2408;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Аварийные провалы на проезжей, ездить невозможно
2409;Некачественная укладка плитки на тротуаре;
2410;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Разрушение дорожного покрытия
2411;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2412;Стертая дорожная разметка;"Разметку ""пешеходный переход"" срезали вместе со слоем асфальта недели две назад. Верните разметку."
2413;Неубранная проезжая часть/тротуар;
2414;Неубранная проезжая часть/тротуар;ПРОБЛЕМА: замусоренная территория при остановке (бытовой мусор, остатки ленты, пакеты, пластик), рядом с Богатырским мостом, у входа в Яузский парк. ТРЕБУЕТСЯ: очистка территория от мусора. 
2415;Повреждение бордюров на проезжей части/тротуаре;"Повреждение бордюра на остановке общественного транспорта. Остановка "" ул. Пришвина"" по ул. Конёнкова."
2416;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Аварийные провалы на проезжей части
2417;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Множественные выбоины и повреждения дорожного полотна вдоль всей улица
2418;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;У Бургер кинга
2419;Наличие опасно выступающих элементов на проезжей части/тротуаре;Вдоль тротуара из забора торчат куски арматуры
2420;Брошенный разукомплектованный автомобиль на проезжей части;Автомобиль находится в районе дома 4к8 по балаклавскому проспекту. Целые шины отсутствуют. Автомобиль несколько месяцев без движений. Просьба убрать автомобиль коммерческого назначения из зоны придомовой парковки на старобалаклавской улице
2421;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Вдоль тротуара по ул.2я Парковая вдоль дома 26 Первомайская ул. и дома 13 по 2й Парковой
2422;Брошенный разукомплектованный автомобиль на проезжей части;Автомобиль находится в районе дома 2к7 по балаклавскому проспекту. Авто несколько месяцев без движений. Целые шины отсутствуют. Прошу убрать брошенную машину коммерческого назначения из зоны придомовых парковок обустроенной на старобалаклавской улице. 
2423;Брошенный разукомплектованный автомобиль на проезжей части;Автомобиль находится в районе дома 2к3 по Балаклавскому проспекту. Автомобиль без движений несколько месяцев. Целые шины отсутствуют. Просьба убрать автомобиль Коммерческого назначения из зоны придомовой парковки на старобалаклавском проспекте. 
2424;Поврежденные дорожные ограждения;
2425;Брошенный разукомплектованный автомобиль на проезжей части;Машина несколько месяцев без движений. Шины спущены, салон завален хламом. Просьба убрать автомобиль с парковочной зоны. Тем более отстой коммерческого транспорта запрещен на придомовых территориях. 
2426;Неубранная проезжая часть/тротуар;Уже несколько недель эти сломанные ветки передвигают с места на место, лишь бы не убирать. Вывезите уже, не позорьтесь
2427;Реклама на дорожном покрытии;Удалите рекламы с тротуара по обе стороны проезжей части дороги.
2428;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Сорняки вместо цветов.
2429;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы на тротуаре
2430;Реклама на дорожном покрытии;реклама
2431;Брошенный разукомплектованный автомобиль на проезжей части;Автомобиль без движений несколько месяцев. Целые шины отсутствуют. Просьба убрать автомобиль коммерческого назначения с парковки на придомовых территориях. Находится в районе дома 2к3 по балаклавскому проспекту 
2432;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Провал асфальта на проезжей части, аварийная ситуация
2433;Неисправность элементов освещения на проезжей части/тротуаре;Над наземным пешеходным переходом по ул. Шоссейная (между д.2к3 к д.1/2с4) угрожающе нависает «клубок» проводов
2434;Поврежденные дорожные ограждения;В надежде на появления ещё большего кол-ва жителей, недовольных действиями управы и балансодержателя
2435;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;В цветнике растут сорняки.
2436;Брошенный разукомплектованный автомобиль на проезжей части;Автомобиль очень долго находится в подобном состоянии. Есть следы повреждения двери, колеса спущены, фары разбиты, сломан переключатель передач.
2437;Неубранная проезжая часть/тротуар;Опоры уличного освещения у входа в метро заклеены не законными рекламными обьявлениями 
2438;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Удалите ямку на тротуаре.
2439;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Ямы на проезжей части и тротуаре
2440;Стертая дорожная разметка;Нет разметки зебра на пешеходных переходах, машины не тормозят
2441;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Отверстия от знаков на тротуаре
2442;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Там где нужно - трава не косится вообще: буянит борщевик сосновского, огромное количество поросли ясенелистого клена. Со стороны акведука гкрешовая линия не косится, вообще
2443;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Прежде чем писать. Узнайте свою территорию. Отписки не пройдут
2444;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Перед улицей Кубинка колейность
2445;Стертая дорожная разметка;Уже две недели как поменяли асфальт, а разметки на всём протяжении улицы Новоалексеевская нет совсем.
2446;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Траву на газоне покосили, а вдоль бордюра не прошлись, в итоге высокая трава - чёлочка вдоль тротуара 
2447;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Замена покрытия после прокладки коммуникаций производится не качественно. Очень большой перепад покрытия.
2448;Неубранная проезжая часть/тротуар;
2449;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Трактор перепахал газон.
2450;Реклама на дорожном покрытии;реклама
2451;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;Рулоны засыхают без ухода
2452;Реклама на дорожном покрытии;реклама
2453;Реклама на дорожном покрытии;реклама
2454;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);
2455;Ненадлежащий уход за зелеными насаждениями на проезжей части/тротуаре;
2456;Поврежденные/неправильно установленные дорожные знаки;Знак Жилая зона у д.3к1 отвернут от дороги.
2457;Поврежденные/неправильно установленные дорожные знаки;Сильно наклонена стойка с дорожным знаком.
2458;Стертая дорожная разметка;В двух местах нет дорожной разметки.
2459;Поврежденные/неправильно установленные дорожные знаки;Знак перековывает светофор 
2460;Просадка люка/Незакрытый люк на проезжей части/тротуаре;Сломан люк
2461;Поврежденные/неправильно установленные дорожные знаки;Опора дорожного знака установлена под наклоном
2462;Поврежденные/неправильно установленные дорожные знаки;Знак под наклоном.
2463;Поврежденные искусственные дорожные неровности;Из «лежачего полицейского» торчат 12 см шурупы
2464;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);В торце дома Профсоюзная 93А возле инком- недвижимости проведение дорожного покрытия в направлении дома Профсоюзная 91 к1.
2465;Противоречия при установке дорожных знаков;Данный дорожный знак должен быть расположен вначале остановочного пункта.
2466;Ямы на трамвайных путях;Провал асфальта возле трамвайных путей
2467;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);НеЗаконченный ремонт про который забыли, Яна Райниса д1,около светофора ,пешеходного перехода.
2468;Повреждение бордюров на проезжей части/тротуаре;Приведите бордюры в надлежащее состояние.
2469;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Асфальтное дорожное покрытие на дороге через Бутовский лесопарк к новым ЖК почти полностью разрушено. Прошу обустроить дорогу, т.к. она используется для прохода родителей с колясками, в частности.
2470;Нечитаемые дорожные знаки;
2471;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Необходимо в кратчайшие сроки уложить асфальт согласно ГОСТ и технологии
2472;Повреждение бордюров на проезжей части/тротуаре;Повреждён бордюрный камень вдоль проезжей части.
2473;Повреждение дорожного покрытия на проезжей части/тротуаре (ямы, выбоины, провалы);Добрый день , хотела бы сообщить, что на улице Гарибальди ужасная дорога вся в заплатках, просьба принять меры по возможности ,заранее спасибо 
2474;Нечитаемые дорожные знаки;Дорожный знак необходимо очистить он вандальных наклеек и надписей.
2475;Нечитаемые дорожные знаки;Дорожный знак необходимо очистить от вандальных надписей. Спасибо.
2476;Повреждение бордюров на проезжей части/тротуаре;Сильно накренился бордюр.
2477;Поврежденные/неправильно установленные дорожные знаки;Сломана стойка от установленного дорожного знака.
2478;Нечитаемые дорожные знаки;
2479;Поврежденные/неправильно установленные дорожные знаки;Сильно наклонена стойка с дорожным знаком.
