;Локальная тема;Описание
1719;Некачественный текущий ремонт;"Текущий ремонт фасада дома проводится крайне не качественно, будто ""для галочки"". Красится местами и немного, прямо по грязи. На входе в подвал - отваливается штукатурка."
1720;Ненадлежащее выполнение работ по капитальному ремонту в доме;Новый установленный лифт сломался через 3 дня после запуска, диспетчер не отвечает, жилищник не берет трубки! Лифт стоит сломанный уже 12 часов! 
1721;Некачественное содержание/неисправность лифта;Реклама
1722;Неисправность/повреждение пандуса;добрый день. пандус 100 лет не обслуживался. петли (опускать поднимать уже не ржавые,а просто сгнили) при опускании и поднимании страшные звуки издает, ребенок пугается, многие с детьми боятся пользоваться. просьба рассмотреть проблему, можно как то усилить, так как поднимают и опускают очень часто.
1723;Некачественное содержание/неисправность лифта;Стойкий запах тошнотных масс блоее недели
1724;Некачественное содержание/неисправность лифта;"В грузовом лифте, расположенном в первом подъезде многоквартирного дома № 21 по ул. Енисейская, не исправна кнопка ""14 этаж"". Когда пассажир нажимает на кнопку""14 этаж"", никакой реакции нет, лифт не едет. Месяц назад жильцы обращались по телефону в организацию, обслуживающую лифты, однако, неисправность не была устранена."
1725;Неисправность элементов освещения;Данная проблема поднимается уже не в первый раз. Не горит освещение перед подъездом и на всех лестничных пролетах подъезда 4. После устранения данной проблемы проходило небольшое количество времени и освещение снова не работало. В темное время суток при не работающей системе освещения пользоваться подъездом становится не безопасно.
1726;Неисправность элементов освещения;
1727;Поврежденные окна;1. Во время дождя течёт сквозь щели в стыках между окном и стеной. На стенах видны подтеки воды. Была жалоба. Пришли посмотрели и ничего не сделали. 2. Окна не открываются! Проветривать нельзя. Это нарушение санитарных норм. Особенно необходимо проветривание в пандемию по коронавирусу. Нарушение прав человека. Отправила жалобу в Роспотребнадзор. 
1728;Неубранный подъезд;Неделю не убирают
1729;Некачественное содержание/неисправность лифта;Добрый день. Когда проводилось последнее ТО лифта? На протяжении 3-х месяцев дверь лифта 1-го подъезда, при закрытии. сильно скрипит. Просьба выполнить ТО лифта и смазать подвижные элементы двери. 
1730;Неубранный карниз над подъездом;
1731;Неисправность/повреждение дверей в местах общего пользования многоквартирного дома;Неисправна дверь мусорокамеры. Постоянно открыта.
1732;Неисправность элементов освещения;
1733;Некачественное содержание/неисправность лифта;
1734;Неисправность элементов освещения;
1735;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Прошу выполнить герметизацию межпанельных швов для исключения попадания влаги в жилое помещение. В связи с нарушением герметизации межпанельных швов в жилом помещении (кухня) образовался грибок. 
1736;Неисправность элементов освещения;
1737;Поврежденные лестницы;Ступени повреждены
1738;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Здравствуйте, повреждён водосток 4 подъезд, примите пожалуйста меры!
1739;Некачественный текущий ремонт;После санобработки появились ржавчины.
1740;Несанкционированные объявления, надписи и рисунки на фасадах;
1741;Повреждение электропроводки/щитового оборудования;Коробка раскрыта
1742;Неисправность/повреждение входной двери/домофона;Добрый день.  Домофон работает некорректно. Не всегда открывает, не даёт ввести код.
1743;Отсутствие/повреждение указателей с наименованием улицы и номером дома;
1744;Некачественное содержание/неисправность лифта;Имеются следы некачественной окраски кабины лифта. Также на стенах кабины лифта имеются повреждения в виде царапин, сколов и прочих повреждений ЛКП.
1745;Некачественное содержание/неисправность лифта;Добрый день!  Перегорела одна лампа в новом лифте. Правая шахта. Пожалуйста, исправьте ситуацию. Спасибо!
1746;Некачественное содержание/неисправность лифта;С 22.07.2020 г. не работает грузовой лифт. Неоднократно отправляли заявки на ремонт в единую диспетчерскую службу. Дата ремонта каждую неделю откладывается. Просим в кратчайшие сроки произвести ремонт, в подъезде проживают инвалиды и семьи с грудными детьми! 
1747;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;На общем балконе 14 этажа отвалилась плитка. Просьба восстановить.
1748;Неубранный подъезд;на -1 этаже свалки со строительным мусором
1749;Поврежденный козырек подъезда;
1750;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Трещины
1751;Неисправность элементов освещения;
1752;Некачественное содержание/неисправность лифта;Здравствуйте. Куда-то делось табло,которое показывало на какой этаж едет лифт.
1753;Неисправность элементов освещения;
1754;Поврежденные лестницы;На лестнице ведущей на крышу. Сломали металическую конструкцию. Сломали намеренно((. Теперь через это отверстие влезают на крышу и чердак!!! На крыше много конструкций (сантехнический блок(вода). Что может грозить протечкой и заливом квартиры! А так же непотушенная сигарета может привести к пожару. Прошу заварить эту бреш в самое ближайшее время.!
1755;Неисправность элементов освещения;В холле у лифта перегорела одна из лампочек.
1756;Неисправность элементов освещения;
1757;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;На лестничной клетке 15 этажа 6 подъезда дыра в стене. 
1758;Протечка в подъезде;18 июля 20 г.по адресу Новаторов 40 А, подъезд 1 произошла авария: засор ливневки, что привело к затоплению технического этажа и квартир на последнем (14) этаже, в квартирах плесень, дырки и трещины. Просим помочь разрешить вопрос с ремонтом технического этажа и крыши дома, впереди сезон дождей. подьезд в ужасном состоянии (14 эт) после затопления
1759;Неисправность систем пожаробезопасности;Подтекает кран
1760;Неисправность/повреждение входной двери/домофона;Во входной двери, в проёме зазор с палец толщиной! Через щель дует воздух и пыль попадает в подъезд. Электромагнит домафона установлен не правильно, вследствие чего и образовалась щель.
1761;Неисправность элементов освещения;
1762;Неубранный подъезд;Очень грязно ! Нет никакой уборки ,к графику никто не придерживается.Из-за того ,что домофон не работает,кто-то устроил туалет прямо в подъезде. Невыносимо,пожалуйста уберите между пролетом 10-11 этажами
1763;Ненадлежащее выполнение работ по капитальному ремонту в доме;Установленные после капитального ремонта почтовые ящики покрыты ржавчиной, которая увеличивается каждый день. Нумерация на большинстве ящиков отсутствует и заменена надписью КАРАНДАШОМ. Представленные фото - из 3 подъезда, сделаны 19 августа 2020 г. 
1764;Некачественный текущий ремонт;Добрый день. Прошу убрать мусор после ремонта и отмыть полы после окрашивания стен на 7 этаже. Прошло 3 недели, а мусор так и не убрали. У меня маленький ребёнок и вся пыль летит в квартиру. Почему я должна отмывать за рабочими зону возле квартир не понятно. Дверь, заляпанную краской пришлось отмывать самой, так же как и дверной звонок. Спасибо. 
1765;Неисправность элементов освещения;
1766;Неисправность элементов освещения;Не работает освещение в холле перед лифтами на 9 этаже.
1767;Повреждение электропроводки/щитового оборудования;Открыт доступ 
1768;Некачественное содержание/неисправность лифта;Лифт не работает, стоит на первом этаже
1769;Неисправность элементов освещения;Необходимо заменить лампы около мусоропровода на 19 этаже! Темнота!
1770;Неисправность элементов освещения;Украли полностью плафоны освещений. Между 1 и 2, 2 и 3, 8 и 9 этажами. Жильцы видели в подъезде «гостей столицы» со стремянкой. Если возможно, просмотреть подъездную видео камеру. Просьба восстановить снятые плафоны освещения в нашем подъезде.
1771;Ненадлежащее выполнение работ по капитальному ремонту в доме;Добрый день!прошу обратить внимание на качество выполнения капитального ремонта.Вот такие щели остаются,наверное жильцы сами должны всё доделывать
1772;Некачественное содержание подвальных и чердачных помещений;
1773;Неисправность элементов освещения;Около почтовых ящиков не работает плафон освещения.
1774;Неубранный подъезд;Постоянно пахнет мочой на первом этаже на лестничном марше и под лестницой у батареи 
1775;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Разрушается фундамент крыльца подъезда 6. 
1776;Некачественный текущий ремонт;Никакого ремонта входной группы выполнено не было, трещины, мох и другие повреждения видны на фото. Рабочие просто замазали какие то места цементом. Положите напольную плитку, выполните качественный ремонт входной группы. 
1777;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;
1778;Неубранный подъезд;Помойте окна внутри и снаружи двери парадного входа. Заранее спасибо!
1779;Неубранный подъезд;Грязь, мусор, падаль. Доколе?)
1780;Несанкционированные объявления, надписи и рисунки на фасадах;
1781;Некачественное содержание мусоропровода;В подъезде пахнет мусоропроводом . Ковши не закрываются . Имеются щели и трещины в трубе мусоропровода на всех этажах от туда идёт запах ! Приведите мусоропровод в порядок . Замените ковши на этажах Спасибо 
1782;Неисправность систем пожаробезопасности;Во всех пожарных ящиках с 1 по 12 этажи отсутствуют пожарные рукава!Неисправна система дымоудаления так же с 1 по 12 этажи!
1783;Несанкционированные объявления, надписи и рисунки в подъезде;
1784;Некачественный текущий ремонт;В начале августа производилась покраска входной двери в подъезд. Работа произведена некачественно, краску положили поверх другого непросохшего материала. Просим произвести новую покраску и вернуть приемлемый облик входной двери подъезда.
1785;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;
1786;Неисправность/повреждение входной двери/домофона;"Нижняя часть двери ""болтается"". В наличии щель и неплотное прилегание при ""закрытой"" на запирающее устройство двери."
1787;Несанкционированные объявления, надписи и рисунки в подъезде;
1788;Несанкционированные объявления, надписи и рисунки в подъезде;
1789;Неисправность/повреждение входной двери/домофона;Дверь имеет множественные деформации, нарушена геометрия полотна, отсутствует плотный притвор, каркас жесткости и качество выбора полотна не соответствует нормам. Прошу принять меры по замене входной двери подъезда. 
1790;Отсутствие/повреждение указателей с наименованием улицы и номером дома;
1791;Неубранный подъезд;На всех этажах грязные стены и пол . Приведите в порядок подъезд . Спасибо 
1792;Неисправность элементов освещения;В продолжении обращения #27552511 от 6.08.20 сообщаю, что замену неподходящих цоколей не провели на 1-м этаже в подьезде #3 д.74 к.1 по Волгоградке - светильник уже одним углом провисает и может упасть и травмировать жителей моего дома. Требую незамедлительно осуществить установку лампы на соответствующую типо-размеру основу! См. Фотофиксацию. О.
1793;Неисправность/повреждение входной двери/домофона;Прошу отремонтировать изоляцию входной двери
1794;Неисправность элементов освещения;на лестнице уже давно не горят лампы 
1795;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Провал и трещины в отмостке возле 3 подъезда
1796;Некачественное содержание/неисправность лифта;Грузовой лифт не работает второй день! В настоящий момент стоит на 1эт с открытыми дверями. Это происходит регулярно, мелкие ремонты проблему не устпаняют! До этого лифт не работал в субботу весь день (15.08.20)
1797;Некачественное содержание мусоропровода;В антисанитарном состоянии находится мусоропровод между 1 и 2 этажами . Зловоние начинается уже при входе в подъезд N1 около лифтовой площадки 1го этажа. Неоднократные обращения не возымели должного результата. Данный факт устраняется лишь на краткосрочный период по факту жалобы. Далее смрад возвращается из-за некачественного ухода за стволом мус
1798;Неубранный подъезд;Подъезд убирается только после обращения на портал. Почему? На 1 этаже и входной группе влажная уборка должна быть ежедневная!!!! По факту 1 раз в неделю уберут это норма???? 
1799;Неисправность/повреждение входной двери/домофона;Не работает магнит входной двери в подъезд 
1800;Неисправность элементов освещения;Время 20?17. Не горят 2 лампы в коридоре у лифта.
1801;Неубранный подъезд;После окончания ремонта мусоропровода в подъезде, в лифтах и на всех этажах осталась жуткая грязь и пыль. Никто не помыл двери в квартиры, лифты, коврики у дверей, хотя испачкали их рабочие. Весь подъезд в отвратительном состоянии. Примите меры, пожалуйста, и вымойте подъезд, мусоропровод и лифты нормально.
1802;Неисправность элементов освещения;Система освещения не отвечает нормам . Светильники не работают, светильники висят и не закреплены на потолке , кабельные линии висят и никак не защищены. А так же места после старых светильников нужно зашпаклевать и побелить !!!
1803;Некачественное содержание/неисправность лифта;В лифте перегорела уже вторая лампа. Замените!
1804;Неисправность элементов освещения;Неисправность элементов освещения 1-го этажа. Факт неисполнения жилищником ОБЯЗАННОСТИ по содержанию Общего имущества зафиксирован в Акте от 19.08.2020 
1805;Неисправность элементов освещения;На втором этаже перегорела лампочка,Просьба заменить.
1806;Неубранный подъезд;
1807;Неисправность элементов освещения;Их трех ламп освещения на 2 этаже не горит ни одна!
1808;Некачественное содержание/неисправность лифта;Не качественно покрасили лифт
1809;Неисправность/повреждение входной двери/домофона;Не работает запирающее устройство 
1810;Некачественное содержание/неисправность лифта;Не работает свет в лифте, ЕДЦ, как всегда отменяет заявки
1811;Неисправность элементов освещения;Добрый день. Не работает освещение в подъезде на 1 этаже после входа и на аварийной лестнице. Прошу устранить
1812;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;На стене плесень и сырость, краска облупилась меньше чем через год, с потолка крошится штукатурка с побелкой. 
1813;Неисправность элементов освещения;Перегорела лампочка у лифтов
1814;Неисправность элементов освещения;Больше месяца не работает вторая лампа у маленького лифта
1815;Неисправность элементов освещения;После аварийного отключения электричества 10 августа во 2 подъезде неисправно освещение. Большинство ламп не горит вообще или светит тускло.
1816;Некачественное содержание/неисправность лифта;В пассажирском лифте не работает лампа освещения
1817;Неисправность элементов освещения;
1818;Ненадлежащее выполнение работ по капитальному ремонту в доме;"Замену лифта в доме производит ООО СП «Практика», ОДЛ: Москвин Ю.А. тел: 89999205413; В указанные сроки выполнения работ с 02.07.2020 по 17.08.2020, новый лифт не установлен!!! Сегодня 20.08.2020г.!!! Требую вернуть денежные средства в Фонд капитального ремонта нашего дома за каждый день невыполненных в установленный срок работ с 18.08.2020г.!!!!!"
1819;Неисправность/повреждение дверей в местах общего пользования многоквартирного дома;С ноября месяца оставляем заявки! В последний раз обещали исправить до конца года
1820;Некачественное содержание/неисправность лифта;Средний лифт, выломана кнопка 18 этажа
1821;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;прошу восстановить 
1822;Неисправность элементов освещения;Перегорела лампа в квартирном холле 10этаж
1823;Отсутствие/повреждение указателей с наименованием улицы и номером дома;
1824;Неисправность элементов освещения;
1825;Неисправность/повреждение входной двери/домофона;Раз в неделю ломается домофон: на экране внизу высвечивается ошибка, позвонить в квартиру нельзя. Преходящий ремонтник говорит что-то о необходимости протирать домофон, чтобы он работал. Просьба починить домофон, чтобы тот работал без протирания или заменить. Спасибо.
1826;Неисправность элементов освещения;8й подъезд.
1827;Неисправность элементов освещения;
1828;Неисправность элементов освещения;Не работает лампа в течение 6 месяцев
1829;Некачественное содержание/неисправность лифта;Сроки эксплуатации лифтов закончились, они постоянно ломаются во всем доме. Должны были заменить в рамках Капремонта, но работы не проводят. Когда поменяют лифты?
1830;Некачественное содержание/неисправность лифта;Добрый день! В июле 2020 года в нашем доме заменили грузовой лифт. При этом его работе имеются сбои: при отправке с 1 этажа двери лифта не закрываются до конца, лифт не может уехать на выбранные этажи пока дверь не придежишь рукой, лифт несколько часов может вовсе не работать. Прошу взять на контроль, учитывая что это единственный лифт в подъезде.
1831;Неисправность элементов освещения;Нет освещения у входа в подъезд
1832;Неубранный подъезд;Помыть пол на втором этаже перед лифтами и около мусоропровода
1833;Неисправность/повреждение входной двери/домофона;Снова сломали доводчик и дверь перестала плотно прижиматься, от этого не закрывается
1834;Неисправность элементов освещения;Перегорела одна из лам освещения , постоянно мигает ! Просьба заменить 
1835;Неисправность элементов освещения;Пока не включится основной свет, в подъезде горит одна лампа, даже днем темно и ничего не видно, особенно у почтовых ящиков. До замены светильника был протянут провод и горело два плафонах, а теперь один. Прошу подключить как было.
1836;Неисправность элементов освещения;Не работает межэтажное освещение и освещение на 3м этаже
1837;Неисправность элементов освещения;
1838;Неисправность элементов освещения;
1839;Неисправность элементов освещения;
1840;Неисправность элементов освещения;Прошу исправить
1841;Неисправность элементов освещения;Доброго дня! Отсутствует освещение на лестничных пролетах между 9 и 10, 10 и 11 этажами. Просьба устранить! 
1842;Незаконное проживание мигрантов в местах общего пользования многоквартирного дома;В очередной раз прошу окончательно избавить подъезд от гражданина без определенного места жительства, постоянно находящегося в состоянии опьянения. Снова на площадке между 7 и 8 этажом ночует тот же самый гражданин.
1843;Некачественное содержание/неисправность лифта;"Во время карантина стены и кнопки лифта обрабатывались антисептиком методом ""полива"", заходя в лифт было видно, как жидкость стекала по стенам и кнопкам с цифрами этажей. После карантина всё это покрылось ржавчиной, у части кнопок не работает подсветка, некоторые кнопки заедают. Плюс, как видно на фотографии, есть ещё нацарапанная надпись. "
1844;Некачественное содержание/неисправность лифта;Прошу починить верхний лифт - обращаю внимание, что он не работает более недели, компания, обслуживающая лифт, ничего не предпринимает, на обращения не реагирует (СП-Практика). Прошу немедленно организовать ремонтные работы по указанному адресу и применить меры к ответственным лицам в ГБУ Жилищник, не следящим за безопасностью оборудования!
1845;Некачественное содержание/неисправность лифта;
1846;Неубранный карниз над подъездом;Просьба убрать мусор на карнизе со стороны леса 
1847;Неисправность/повреждение входной двери/домофона;Нужно обновить покраску входной двери
1848;Неисправность/повреждение входной двери/домофона;прошу привести входную дверь в порядок, отремонтировать, очистить от ржавчины
1849;Некачественное содержание/неисправность лифта;В верхнем лифте не работает кнопка 1 го этажа, с верхних этажей можно спуститься только до второго.
1850;Сломанные почтовые ящики;Сломаны более 6 месяцев! Просьба привести в должное состояние.
1851;Неубранный подъезд;Первые 2 этажа в таком виде уже третий день, хотя по графику уборка первых двух этажей должна производиться каждый день
1852;Протечка в подъезде;протечка межпанельных швов
1853;Сломанные почтовые ящики;
1854;Несанкционированные объявления, надписи и рисунки в подъезде;
1855;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;"Из года в год цоколь нашего дома красят поверх предыдущей краски, от чего через несколько месяцев краска отслаивается. Выглядит отвратительно. Требую привести цоколь в порядок не ""на отвaли"", а соблюдая все технологические принципы обработки поверхности."
1856;Некачественное содержание/неисправность лифта;Здравствуйте! Обращалась уже ни раз с жалобами по поводу нашего лифта . У нас в подъезде 2 новых лифта , уже второй запустили . Но почему у нас уже на протяжении 3-х лет работает ни два лифта , а работает один из них ??? Почему нельзя запустить сразу два лифта ??? . И соседи ежедневно обращаются в диспетчерскую с жалобами но результата нет. 
1857;Некачественный текущий ремонт;Добрый день! 2 недели назад в нашем доме был проведён ремонт дверей и первых этажей подъездов. Двери были «зачищены» и «покрашены» если так можно сказать, также был отремонтирован 1 этаж подъезда. Качество произведённого ремонта и подбор красок отвратительны. См.фото
1858;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;12 августа на доме 5 ул. Уссурийская был разрушен наружный водосток. Несмотря на то, что в приложении 2, МДК 2-03.2003 установлен предельный срок выполнения ремонта водостока в 5 суток, организация ГБУ «Жилищник района Гольяново», объявившая себя «управляющей организацией» нашего дома, разрушенный водосток до сих пор не восстановила
1859;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;9-й подъезд
1860;Неубранный подъезд;
1861;Неубранный подъезд;В доме 5 ул. Уссурийская, в период действия положения о ежедневной дезинфекции подъездов, оборудование на входной двери в подъезд нещадно заливалось хлоркой, из-за чего на двери остались не удаляемые подтеки. Организация ГБУ «Жилищник района Гольяново», объявившая себя «управляющей организацией» нашего дома, нарушение в окраске двери не устраняет
1862;Неисправность/повреждение дверей в местах общего пользования многоквартирного дома;На 8 ом этаже откручена ручка на уличной двери и отсутствует пружина. Просьба устранить неисправность
1863;Неисправность/повреждение пандуса;Пандус на лестнице подъезда в ужасном состоянии. По очень крутым ступеням невозможно спустить детскую коляску. Размер полозьев не совпадает с размером колес коляски. У нас новорожденный ребенок и выйти на прогулку с коляской целая проблема. В подъезде так же проживает инвалид. Просьба установить нормальный пандус.
1864;Некачественное содержание подвальных и чердачных помещений;Сильный запах канализации из подвала, в холле 1го подъезда, где лифты и почтовые ящики. Держится уже более трех дней
1865;Неисправность элементов освещения;На 20 этаже перегорела лампа.
1866;Поврежденные окна;разбито окно
1867;Сломанные почтовые ящики;
1868;Сломанные почтовые ящики;
1869;Поврежденные окна;"Содержатся в ужасном состоянии рамы окон на межэтажной лестничной площадке (1/2 этаж) в подьезде #3 д.74 к.1 по Волгоградке: сантиметровые отлетающие ""с мясом"" подтёки, облезлая краска (особенно по внешней стороне), сколы и выбоины древесины. Требую осуществить качественный ремонт по всему периметру или заменить конструкции! См. Фото. О."
1870;Некачественный текущий ремонт;День добрый! Прошу разъяснить, что за вид работ производится на крыльце подъезда № 4. На обрушившиеся и облупившиеся крыльцо подъезда, замазываются точечно цементом сверху разрушившегося пола. Это качественно выполненный ремонт входа в подъезд?
1871;Поврежденные лестницы;В моем подьезде #3 д.74 к.1 по Волгоградке существенно повреждены перила по всей лестнице, а не только до 2/3 межэтажки. Требую восстановить безопасное состояние элемента лестницы ликвидировав все сколы, а также восстановить красочный слой! См. Фотофиксацию. О.
1872;Поврежденные лестницы;
1873;Поврежденные лестницы;
1874;Поврежденные лестницы;
1875;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Разрушение балконов и угроза падения элементов на углу дома со стороны ул. Велозаводской
1876;Ненадлежащее выполнение работ по капитальному ремонту в доме;В 3-м подъезде после капитального ремонта чердачную лестницу так и не закрепили. Она стоит прислоненной к стене или перилам на лестничном пролете. Это очень опасно, так как она очень тяжелая и может упасть на человека. Сделайте новую лестницу или закрепите эту. 
1877;Несанкционированные объявления, надписи и рисунки в подъезде;Никак не отмоют надпись
1878;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Здравствуйте. Повреждено напольное покрытие на 1 этаже в подъезде 3. Прошу произвести ремонт. 
1879;Повреждение элементов: продухи, отмостки, фундамент, пол, потолок, стены, водостоки;Имеются повреждения лакокрасочного покрытия, трещины и сколы на стенах лифтового холла подъезда N3 (См.фото)
1880;Неубранный подъезд;
1881;Неубранный карниз над подъездом;Добрый день. Не убирают козырьки над подъездами. Только после обращения на портал меры принимаются. 
1882;Неисправность элементов освещения;Не горит лампа над входом в 3 подъезд
1883;Некачественное содержание/неисправность лифта;Прошу покрасить лифт. Вмятину слева устранить. покрасить двери на каждом этаже все облупилось.
